history_id,tax_year,taxing_district_code,county_code,district_name,levy_short,locally_assessed_value,levy_rate,district_levy,highest_prior_levy,new_construction_assessed_value,prior_year_levy_rate,prior_year_state_assessed_property,two_years_prior_state_assessed_property,two_years_prior_annexation_assessed_value,two_years_prior_annex_tax_due,two_years_prior_refund_tax_due,maximum_allowable_levy_101_calc,levy_name_canonical,entity_key,mcag,reporting_status,parent_mcag,sao_legal_name,review_needed,agency_common_name,agency_type,source_file
2020:290000000,2020,290000000,29,State School Part 1,STSCH,21099965651,1.8977599999999999,40042632,0,0,0,0,0,0,0,0,0,State School Fund,WA_STATE_SCHOOL_1,,state_levy,,WA Dept of Revenue,false,,,All_County_Levy_Detail_2020.xlsx
2020:290000200,2020,290000200,29,State School Part 2,STSCH2,20844313610,1.02166,21295784,0,0,0,0,0,0,0,0,0,State Levy School Part 2,WA_STATE_SCHOOL_2,,state_levy,,WA Dept of Revenue,false,,,All_County_Levy_Detail_2020.xlsx
2020:290100000,2020,290100000,29,County General,COUNTYCE,21157321251,1.30043,27513558,26459358.75,409526067,1.34389,554180314,563228769,0,0,0,27274309,Current Expense,SKAGIT_COUNTY,0158,reports_independently,,Skagit County,false,Skagit County,county,All_County_Levy_Detail_2020.xlsx
2020:290101180,2020,290101180,29,Conservation Futures,CONFUT,21157321251,4.4350000000000001E-2,938253,928963.87,409526067,4.7440000000000003E-2,554180314,563228769,0,0,0,957683,Conservation Futures,SKAGIT_COUNTY,0158,sub_levy,0158,Skagit County,false,Skagit County,county,All_County_Levy_Detail_2020.xlsx
2020:290200100,2020,290200100,29,County Road,CORD,10105045293,1.46251,14778737,17128909.859999999,249210896,1.66093,304332725,304486037,0,0,0,17714121,County Road,SKAGIT_COUNTY,0158,sub_levy,0158,Skagit County,false,Skagit County,county,All_County_Levy_Detail_2020.xlsx
2020:290200200,2020,290200200,29,County Road Diverted,CORDDIV,10105045293,0.1336,1350000,0,0,0,0,0,0,0,0,0,Road Diversion Fund,SKAGIT_COUNTY,0158,sub_levy,0158,Skagit County,false,Skagit County,county,All_County_Levy_Detail_2020.xlsx
2020:290300100,2020,290300100,29,Anacortes,TANAGEN,3985572170,1.32891,5296453,5176619.25,47910100,1.40622,26172015,26222888,0,0,696,5296453,Anacortes General,ANACORTES,0628,reports_independently,,City of Anacortes,false,City of Anacortes,city,All_County_Levy_Detail_2020.xlsx
2020:290300200,2020,290300200,29,Burlington,TBURGEN,1666063809,1.6574,2761330,2934573.8,33361350,1.67944,53934093,52994496,0,0,0,3021526,Burlington General,BURLINGTON,0633,reports_independently,,City of Burlington,false,City of Burlington,city,All_County_Levy_Detail_2020.xlsx
2020:290300300,2020,290300300,29,Concrete,TCONGEN,165399083,3.1049899999999999,513562,507688.2,254800,3.1265100000000001,103077723,111050976,0,0,0,513562,Concrete General,CONCRETE,0636,reports_independently,,Town of Concrete,false,Town of Concrete,city,All_County_Levy_Detail_2020.xlsx
2020:290300400,2020,290300400,29,Hamilton,THAMGEN,70020169,0.91020999999999996,63733,59721.77,12862600,0.99870999999999999,503749,542535,0,0,991,74156,Hamilton General,HAMILTON,0638,reports_independently,,Town of Hamilton,false,Town of Hamilton,city,All_County_Levy_Detail_2020.xlsx
2020:290300500,2020,290300500,29,LaConner,TLACGEN,190635242,1.74071,331840,327583.63,1480500,1.8340099999999999,2782797,3231833,0,0,0,333575,La Conner General,LACONNER,0640,reports_independently,,Town of La Conner,false,Town of La Conner,city,All_County_Levy_Detail_2020.xlsx
2020:290300600,2020,290300600,29,Lyman,TLYMGEN,43641041,0.94947999999999999,41436,41026.339999999997,404800,1.0003200000000001,313201,330288,0,0,0,41842,Lyman General,LYMAN,0642,reports_independently,,Town of Lyman,false,Town of Lyman,city,All_County_Levy_Detail_2020.xlsx
2020:290300700,2020,290300700,29,Mount Vernon,TMTVGEN,3798837221,2.1059000000000001,7999978,8557916.8000000007,45623355,2.2240600000000001,49910711,50345623,0,0,2189,8747154,Mount Vernon General,MOUNT_VERNON,0644,reports_independently,,City of Mount Vernon,false,City of Mount Vernon,city,All_County_Levy_Detail_2020.xlsx
2020:290300800,2020,290300800,29,Sedro Woolley,TSEDGEN,1132107223,1.7373799999999999,1966900,1968256.01,18417666,1.93981,13153300,14024093,0,0,0,2003983,Sedro-Woolley General,SEDRO_WOOLLEY,0647,reports_independently,,City of Sedro-Woolley,false,City of Sedro-Woolley,city,All_County_Levy_Detail_2020.xlsx
2020:290300850,2020,290300850,29,Sedro Woolley Lid Lift,TSEDBOND,1115152181,0.76261999999999996,850438,0,0,0,0,0,0,0,0,0,Sedro-Woolley Bond (Lid Lift),SEDRO_WOOLLEY,0647,sub_levy,0647,City of Sedro-Woolley,false,City of Sedro-Woolley,city,All_County_Levy_Detail_2020.xlsx
2020:290401110,2020,290401110,29,Concrete #11 Enrichment,SD01101,625475633,1.7062299999999999,1067202,0,0,0,0,0,0,0,0,0,Concrete SD #11 General,CONCRETE_SD,2016,reports_independently,,Concrete School District No. 11,false,Concrete Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290410010,2020,290410010,29,Burlington #100 Enrichment,SD10001,4020009080,2.1926600000000001,8814529,0,0,0,0,0,0,0,0,0,Burlington SD #100 General,BURLINGTON_SD,2014,reports_independently,,Burlington-Edison School District No. 100,false,Burlington-Edison Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290410020,2020,290410020,29,Burlington #100 Tech,SD10002,4020009080,0.48507,1950001,0,0,0,0,0,0,0,0,0,Burlington SD #100 Technology,BURLINGTON_SD,2014,sub_levy,2014,Burlington-Edison School District No. 100,false,Burlington-Edison Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290410030,2020,290410030,29,Burlington #100 Bond,SD10020,4020009080,0.13064999999999999,525232,0,0,0,0,0,0,0,0,0,Burlington SD #100 Debt Service,BURLINGTON_SD,2014,sub_levy,2014,Burlington-Edison School District No. 100,false,Burlington-Edison Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290410110,2020,290410110,29,Sedro Woolley #101 Enrichment,SD10101,3623420661,2.5,9058552,0,0,0,0,0,0,0,0,0,Sedro-Woolley SD #101 General,SEDRO_SD,2015,reports_independently,,Sedro-Woolley School District No. 101,false,Sedro-Woolley Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290410130,2020,290410130,29,Sedro Woolley #101 Bond,SD10120,3623420661,0.37284,1350943,0,0,0,0,0,0,0,0,0,Sedro-Woolley SD #101 Debt Service,SEDRO_SD,2015,sub_levy,2015,Sedro-Woolley School District No. 101,false,Sedro-Woolley Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290410310,2020,290410310,29,Anacortes #103 Enrichment,SD10301,6742215530,1.0134300000000001,6832743,0,0,0,0,0,0,0,0,0,Anacortes SD #103 General,ANACORTES_SD,2017,reports_independently,,Anacortes School District No. 103,false,Anacortes Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290410320,2020,290410320,29,Anacortes #103 Tech,SD10302,6742215530,0.30664000000000002,2067420,0,0,0,0,0,0,0,0,0,Anacortes SD #103 Technology,ANACORTES_SD,2017,sub_levy,2017,Anacortes School District No. 103,false,Anacortes Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290410330,2020,290410330,29,Anacortes #103 Bond,SD10320,6742215530,0.91202000000000005,6149019,0,0,0,0,0,0,0,0,0,Anacortes SD #103 Debt Service,ANACORTES_SD,2017,sub_levy,2017,Anacortes School District No. 103,false,Anacortes Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290431110,2020,290431110,29,LaConner #311 Enrichment,SD31101,619607894,1.42259,881448,0,0,0,0,0,0,0,0,0,La Conner SD #311 General,LACONNER_SD,2018,reports_independently,,La Conner School District No. 311,false,La Conner Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290431130,2020,290431130,29,LaConner #311 Bond,SD31120,619607894,2.4331399999999999,1507595,0,0,0,0,0,0,0,0,0,La Conner SD #311 Debt Service,LACONNER_SD,2018,sub_levy,2018,La Conner School District No. 311,false,La Conner Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290431710,2020,290431710,29,Conway #317 Enrichment,SD31701,608516968,1.49431,909314,0,0,0,0,0,0,0,0,0,Conway SD #317 General,CONWAY_SD,2019,reports_independently,,Conway School District No. 317,false,Conway Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290431720,2020,290431720,29,Conway #317 Tech,SD31702,608516968,0.12962000000000001,78875,0,0,0,0,0,0,0,0,0,Conway SD #317 Technology,CONWAY_SD,2019,sub_levy,2019,Conway School District No. 317,false,Conway Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290431730,2020,290431730,29,Conway #317 Bond,SD31720,608516968,0.98834,601420,0,0,0,0,0,0,0,0,0,Conway SD #317 Debt Service,CONWAY_SD,2019,sub_levy,2019,Conway School District No. 317,false,Conway Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290432010,2020,290432010,29,Mount Vernon #320 Enrichment,SD32001,4635004701,2.44645,11339297,0,0,0,0,0,0,0,0,0,Mt. Vernon SD #320 General,MOUNTVERNON_SD,2020,reports_independently,,Mount Vernon School District No. 320,false,Mount Vernon Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290432020,2020,290432020,29,Mount Vernon #320 Tech,SD32002,4635004701,1.03359,4790681,0,0,0,0,0,0,0,0,0,Mt. Vernon SD #320 Technology,MOUNTVERNON_SD,2020,sub_levy,2020,Mount Vernon School District No. 320,false,Mount Vernon Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290432030,2020,290432030,29,Mount Vernon #320 Bond,SD32020,4635004701,1.6205400000000001,7511223,0,0,0,0,0,0,0,0,0,Mt. Vernon SD #320 Debt Service,MOUNTVERNON_SD,2020,sub_levy,2020,Mount Vernon School District No. 320,false,Mount Vernon Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290433010,2020,290433010,29,Darrington #330 Enrichment,SD33001,27418743,1.1127400000000001,30510,0,0,0,0,0,0,0,0,0,Darrington SD #330 General,DARRINGTON_SD,2037,reports_independently,,Darrington School District No. 330,false,Darrington Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290433020,2020,290433020,29,Darrington #330 Tech,SD33002,27418743,0.67425000000000002,18487,0,0,0,0,0,0,0,0,0,Darrington SD #330 Transportation,DARRINGTON_SD,2037,sub_levy,2037,Darrington School District No. 330,false,Darrington Schools,school,All_County_Levy_Detail_2020.xlsx
2020:290500000,2020,290500000,29,La Conner Library Dist #1,LIBLAC,629542034,0.43774000000000002,275576,269874.42,4529550,0.43085000000000001,16731249,16715660,0,0,1044,275576,Library District #1 La Conner,LACONNER_LIB,0454,reports_independently,,La Conner Rural Partial County Library District,false,La Conner Library,library,All_County_Levy_Detail_2020.xlsx
2020:290500200,2020,290500200,29,Darrington Rural Library Dist,LIBDAR,27852483,0.39189000000000002,10915,10807.01,217400,0.37240000000000001,3595243,4078718,0,0,0,10996,Darrington Rural Library,DARRINGTON_LIB,1143,reports_independently,,Darrington Rural Partial County Library District,false,Darrington Library,library,All_County_Levy_Detail_2020.xlsx
2020:290500300,2020,290500300,29,Upper Skagit Library Dist,LIBUSP,635938086,0.45850999999999997,291586,285430.57,5706500,0.47349000000000002,114863833,121871626,0,0,599,291586,Upper Skagit Library,UPPER_SKAGIT_LIB,2922,reports_independently,,Upper Rural Skagit Library District,false,Upper Skagit Library,library,All_County_Levy_Detail_2020.xlsx
2020:290500400,2020,290500400,29,Central Skagit Rural Library Dist,LIBCEN,2403477127,0.36719000000000002,882535,863012.07,30796300,0.38911000000000001,75292547,79719467,0,0,0,883625,Central Skagit Rural Library,CENTRAL_SKAGIT_LIB,3101,reports_independently,,Central Skagit Rural Partial - County Library District,false,Central Skagit Library,library,All_County_Levy_Detail_2020.xlsx
2020:290600140,2020,290600140,29,Hospital Dist #1 Bond,H0121,5765812508,0.72570999999999997,4154385,0,0,0,0,0,0,0,0,0,Hospital #1 2004 GO Bond,HOSP1,1487,reports_independently,,Skagit County Public Hospital District No. 1,false,Skagit Regional Health,hospital,All_County_Levy_Detail_2020.xlsx
2020:290600200,2020,290600200,29,Hospital Dist #2,H0227,6805405279,0.45709,3110685,2978705.74,216393900,0.47221000000000002,52782587,52764343,0,0,0,3110685,Hospital Dist #2 1996 LTGO,HOSP2,1488,reports_independently,,Skagit County Public Hospital District No. 2,false,Island Health,hospital,All_County_Levy_Detail_2020.xlsx
2020:290600240,2020,290600240,29,Hospital Dist #2 Bond,H0224,6742122905,0.37653999999999999,2538314,0,0,0,0,0,0,0,0,0,Hospital Dist #2 2012 UTGO,HOSP2,1488,sub_levy,1488,Skagit County Public Hospital District No. 2,false,Island Health,hospital,All_County_Levy_Detail_2020.xlsx
2020:290630400,2020,290630400,29,Hospital Dist #304,H30408,7666483526,0.1305,1000470,1065573.6100000001,119798271,0.14029,381060498,390354663,0,0,0,1093036,Hospital #304 Annual Tax Levy,HOSP304,1489,reports_independently,,Skagit County Public Hospital District No. 304,false,United General District 304,hospital,All_County_Levy_Detail_2020.xlsx
2020:290700100,2020,290700100,29,Fire Dist #1,F0101,75946440,0.66451000000000005,50467,49566.58,570200,0.71104000000000001,2413160,1676273,0,0,0,50992,Fire District 1,FIRE1,1281,reports_independently,,Skagit County Fire Protection District No. 1,false,Fire District 1,fire,All_County_Levy_Detail_2020.xlsx
2020:290700200,2020,290700200,29,Fire Dist #2,F0201,667359206,0.79142999999999997,528169,519838.75,3826500,0.81838999999999995,68467942,73885360,0,0,0,528169,Fire District 2,FIRE2,1282,reports_independently,,Skagit County Fire Protection District No. 2,false,Fire District 2,fire,All_County_Levy_Detail_2020.xlsx
2020:290700300,2020,290700300,29,Fire Dist #3,F0301,722765254,0.54213999999999996,391838,384446.25,4179550,0.56766000000000005,24634807,22565955,0,0,0,391838,Fire District 3,FIRE3,1283,reports_independently,,Skagit County Fire Protection District No. 3,false,Fire District 3,fire,All_County_Levy_Detail_2020.xlsx
2020:290700400,2020,290700400,29,Fire Dist #4,F0401,399037702,0.81833,326543,316869.53999999998,7670300,0.84828000000000003,18428202,20417130,0,0,0,326545,Fire District 4,FIRE4,1284,reports_independently,,Skagit County Fire Protection District No. 4,false,Fire District 4,fire,All_County_Levy_Detail_2020.xlsx
2020:290700500,2020,290700500,29,Fire Dist #5,F0501,669843795,0.53954000000000002,361410,353965.06,6778400,0.59538000000000002,27605550,23399285,0,0,0,364045,Fire District 5,FIRE5,1285,reports_independently,,Skagit County Fire Protection District No. 5,false,Fire District 5,fire,All_County_Levy_Detail_2020.xlsx
2020:290700600,2020,290700600,29,Fire Dist #6,F0601,859131269,0.93698999999999999,805000,795023.78,12205000,1.00848,19523752,18185485,0,0,0,816632,Fire District 6,FIRE6,1286,reports_independently,,Skagit County Fire Protection District No. 6,false,Fire District 6,fire,All_County_Levy_Detail_2020.xlsx
2020:290700700,2020,290700700,29,Fire Dist #7,F0701,282899082,0.51883000000000001,146775,144200.79999999999,1988000,0.57177999999999995,935142,992937,0,0,0,146780,Fire District 7 (Lake Cavanaugh),FIRE7,0366,reports_independently,,Skagit County Fire Protection District No. 7,false,Fire District 7 (Lake Cavanaugh),fire,All_County_Levy_Detail_2020.xlsx
2020:290700800,2020,290700800,29,Fire Dist #8,F0801,1081969639,1.25,1352462,0,0,0,0,0,0,0,0,0,Fire District 8,FIRE8,1287,reports_independently,,Skagit County Fire Protection District No. 8,false,Fire District 8,fire,All_County_Levy_Detail_2020.xlsx
2020:290700900,2020,290700900,29,Fire Dist #9,F0901,542710045,0.59143000000000001,320976,313661.81,6908700,0.6048,9496695,10052140,0,0,0,320977,Fire District 9 (Big Lake),FIRE9,1288,reports_independently,,Skagit County Fire Protection District No. 9,false,Fire District 9 (Big Lake),fire,All_County_Levy_Detail_2020.xlsx
2020:290700940,2020,290700940,29,Fire Dist #9 Bond,F0920,538144685,0.34889999999999999,187760,0,0,0,0,0,0,0,0,0,Fire District 9 Bond,FIRE9,1288,sub_levy,1288,Skagit County Fire Protection District No. 9,false,Fire District 9 (Big Lake),fire,All_County_Levy_Detail_2020.xlsx
2020:290701000,2020,290701000,29,Fire Dist #10,F1001,355227904,0.53225,189070,183978.75,5650400,0.56657000000000002,4876811,4788843,0,0,0,189070,Fire District 10,FIRE10,2571,reports_independently,,Skagit County Fire Protection District No. 10,false,Fire District 10,fire,All_County_Levy_Detail_2020.xlsx
2020:290701100,2020,290701100,29,Fire Dist #11,F1101,1027202611,0.61,626594,0,0,0,0,0,0,0,0,0,Fire District 11 (Mt. Erie),FIRE11,2572,reports_independently,,Skagit County Fire Protection District No. 11,false,Fire District 11 (Mt. Erie),fire,All_County_Levy_Detail_2020.xlsx
2020:290701200,2020,290701200,29,Fire Dist #12,F1201,330909810,0.55852999999999997,184822,179901.71,5179630,0.53669999999999995,4644589,4416780,0,0,342,184945,Fire District 12,FIRE12,2573,reports_independently,,Skagit County Fire Protection District No. 12,false,Fire District 12,fire,All_County_Levy_Detail_2020.xlsx
2020:290701300,2020,290701300,29,Fire Dist #13,F1301,588184178,0.85160999999999998,500904,492089.93,3629850,0.86029,29414718,29348709,0,0,714,500904,Fire District 13,FIRE13,2574,reports_independently,,Skagit County Fire District No. 13,false,Fire District 13,fire,All_County_Levy_Detail_2020.xlsx
2020:290701400,2020,290701400,29,Fire Dist #14,F1401,492819700,0.61638999999999999,303769,297195.83,3988800,0.65388999999999997,18173740,16655613,0,0,0,303769,Fire District 14,FIRE14,2204,reports_independently,,Skagit County Fire Protection District No. 14,false,Fire District 14,fire,All_County_Levy_Detail_2020.xlsx
2020:290701500,2020,290701500,29,Fire Dist #15,F1501,84633209,0.87509000000000003,74062,73128.490000000005,213900,0.95018000000000002,4050266,4396045,0,0,203,74266,Fire District 15 (Lake McMurray),FIRE15,2576,reports_independently,,Skagit County Fire Protection District No. 15,false,Fire District 15 (Lake McMurray),fire,All_County_Levy_Detail_2020.xlsx
2020:290701600,2020,290701600,29,Fire Dist #16,F1601,78725726,0.68355999999999995,53814,52717.26,760400,0.75026999999999999,778103,787760,0,0,0,53815,Fire District 16,FIRE16,2205,reports_independently,,Skagit County Fire Protection District No. 16,false,Fire District 16,fire,All_County_Levy_Detail_2020.xlsx
2020:290701640,2020,290701640,29,Fire Dist #16 Bond,F1620,77438856,0.25542999999999999,19780,0,0,0,0,0,0,0,0,0,Fire District 16 Bond,FIRE16,2205,sub_levy,2205,Skagit County Fire Protection District No. 16,false,Fire District 16,fire,All_County_Levy_Detail_2020.xlsx
2020:290701700,2020,290701700,29,Fire Dist #17,F1701,375039163,0.44768999999999998,167902,164571.4,3531300,0.49504999999999999,3544283,3011703,0,0,0,168229,Fire District 17,FIRE17,2578,reports_independently,,Skagit County Fire Protection District No. 17,false,Fire District 17,fire,All_County_Levy_Detail_2020.xlsx
2020:290701900,2020,290701900,29,Fire Dist #19,F1901,113897441,0.55242000000000002,62919,61124.09,765300,0.56369000000000002,2140021,2203587,0,0,752,62919,Fire District 19,FIRE19,2580,reports_independently,,Skagit County Fire Protection District No. 19,false,Fire District 19,fire,All_County_Levy_Detail_2020.xlsx
2020:290702400,2020,290702400,29,Fire Dist #24,F2401,21714618,1.1691,25386,0,0,0,0,0,0,0,0,0,Fire District 24,FIRE24,,needs_review,,UNKNOWN - verify vs SCRFA merger,true,,,All_County_Levy_Detail_2020.xlsx
2020:290900180,2020,290900180,29,Port Dist #1 Anacortes,P0108,7686899501,0.21034,1616864,1552571.15,225564500,0.21731,118839716,123521333,0,0,0,1617115,Port 1 Anacortes,PORT_ANACORTES,1756,reports_independently,,Port of Anacortes,false,Port of Anacortes,port,All_County_Levy_Detail_2020.xlsx
2020:290900280,2020,290900280,29,Port Dist #2 Skagit County,P0201,13470421750,0.17782999999999999,2395408,2337455.8199999998,183961567,0.18795999999999999,435340598,439707436,0,0,0,2395408,Port 2 Skagit General Fund,PORT_SKAGIT,1757,reports_independently,,Port of Skagit County,false,Port of Skagit County,port,All_County_Levy_Detail_2020.xlsx
2020:290900281,2020,290900281,29,Port Dist #2 IDD,P0209,13470421750,0.16331999999999999,2200000,0,0,0,0,0,0,0,0,0,Port 2 Skagit IDD,PORT_SKAGIT,1757,sub_levy,1757,Port of Skagit County,false,Port of Skagit County,port,All_County_Levy_Detail_2020.xlsx
2020:291200180,2020,291200180,29,Medic 1 EMS,COMD1,21134799211,0.41977999999999999,8871979,8605824.9299999997,409308667,0.44,554071514,563109581,0,0,0,8871979,Medic I Services,MEDIC1,2834,reports_independently,,Skagit County Emergency Medical Services Commission,false,Skagit County Medic 1,ems,All_County_Levy_Detail_2020.xlsx
2020:291202480,2020,291202480,29,EMS Fire District #24,F24EMS,22522040,0.42386000000000001,9546,0,0,0,0,0,0,0,0,0,Fire District 24 EMS Levy,FIRE24_EMS,,needs_review,,UNKNOWN - verify vs SCRFA merger,true,,,All_County_Levy_Detail_2020.xlsx
2020:291300100,2020,291300100,29,Park & Rec-Fidalgo,FIDPK,6295398493,0.11588,729525,697146.07,212714700,0.11945,48845785,49383417,0,0,0,729525,Fidalgo Park & Recreation District,FIDALGO_POOL,,needs_review,,UNKNOWN - verify MCAG,true,,,All_County_Levy_Detail_2020.xlsx
2020:291400100,2020,291400100,29,Cemetery Dist #1,CEM1,691432373,5.9429999999999997E-2,41089,40474.86,4879050,6.2859999999999999E-2,14603418,17935685,0,0,0,41186,Cemetery District 1,CEM1,0059,reports_independently,,Skagit County Cemetery District No. 1,false,Cemetery District 1,cemetery,All_County_Levy_Detail_2020.xlsx
2020:291400200,2020,291400200,29,Cemetery Dist #2,CEM2,2513443100,5.636E-2,141654,244657.12,167792000,5.5919999999999997E-2,23797440,24341867,0,0,0,254040,Cemetery District 2 (Fern Hill),CEM2,0060,reports_independently,,Skagit County Cemetery District No. 2,false,Cemetery District 2 (Fern Hill),cemetery,All_County_Levy_Detail_2020.xlsx
2020:291400300,2020,291400300,29,Cemetery Dist #3,CEM3,397581063,1.506E-2,5986,5986.12,3531300,1.7010000000000001E-2,3544283,3011703,0,0,0,6055,Cemetery District 3 (Edens),CEM3,0061,reports_independently,,Skagit County Cemetery District No. 3,false,Cemetery District 3 (Edens),cemetery,All_County_Levy_Detail_2020.xlsx
2020:291400400,2020,291400400,29,Cemetery Dist #4,CEM4,762178462,2.4930000000000001E-2,19000,25565.31,8442600,2.8039999999999999E-2,28461322,25453147,0,0,0,26142,Cemetery District 4,CEM4,2470,reports_independently,,Skagit County Cemetery District No. 4,false,Cemetery District 4,cemetery,All_County_Levy_Detail_2020.xlsx
2020:291400500,2020,291400500,29,Cemetery Dist #5,CEM5,635747507,2.359E-2,15000,33213.35,5706500,2.4840000000000001E-2,114814054,121817148,0,0,0,33687,Cemetery District 5 (Forest Park),CEM5,0287,reports_independently,,Skagit County Cemetery District No. 5,false,Cemetery District 5 (Forest Park),cemetery,All_County_Levy_Detail_2020.xlsx
2020:291400600,2020,291400600,29,Cemetery Dist #6,CEM6,262005379,5.2330000000000002E-2,13711,13382.14,3006600,5.5480000000000002E-2,7413659,7559670,0,0,29,13711,Cemetery District 6,CEM6,2894,reports_independently,,Skagit County Cemetery District No. 6,false,Cemetery District 6,cemetery,All_County_Levy_Detail_2020.xlsx
2022:290000000,2022,290000000,29,State School Part 1,STSCH,25151481742,1.7387900000000001,43733081,0,0,0,0,0,0,0,0,0,State School Fund,WA_STATE_SCHOOL_1,,state_levy,,WA Dept of Revenue,false,,,All_County_Levy_Detail_2022.xlsx
2022:290000200,2022,290000200,29,State School Part 2,STSCH2,24853064335,0.93715000000000004,23290976,0,0,0,0,0,0,0,0,0,State Levy School Part 2,WA_STATE_SCHOOL_2,,state_levy,,WA Dept of Revenue,false,,,All_County_Levy_Detail_2022.xlsx
2022:290100000,2022,290100000,29,County General,COUNTYCE,25206461742,1.1492899999999999,28969630,27870429.609999999,254488305,1.25359,625332135,566767013,0,0,40468,28582044,Current Expense,SKAGIT_COUNTY,0158,reports_independently,,Skagit County,false,Skagit County,county,All_County_Levy_Detail_2022.xlsx
2022:290101180,2022,290101180,29,Conservation Futures,CONFUT,25206461742,3.8859999999999999E-2,979403,974633.06,254488305,4.2599999999999999E-2,625332135,566767013,0,0,1432,999146,Conservation Futures,SKAGIT_COUNTY,0158,sub_levy,0158,Skagit County,false,Skagit County,county,All_County_Levy_Detail_2022.xlsx
2022:290200100,2022,290200100,29,County Road,CORD,11851474657,1.2917700000000001,15309429,18127426.489999998,94334000,1.5319799999999999,353296461,312677741,0,0,0,18515445,County Road,SKAGIT_COUNTY,0158,sub_levy,0158,Skagit County,false,Skagit County,county,All_County_Levy_Detail_2022.xlsx
2022:290200200,2022,290200200,29,County Road Diverted,CORDDIV,11851474657,0.11391,1350000,0,0,0,0,0,0,0,0,0,Road Diversion Fund,SKAGIT_COUNTY,0158,sub_levy,0158,Skagit County,false,Skagit County,county,All_County_Levy_Detail_2022.xlsx
2022:290300100,2022,290300100,29,Anacortes,TANAGEN,4758505751,1.1607099999999999,5523241,5384591.7000000011,47358334,1.27817,30039097,27233105,0,0,20685,5523241,Anacortes General,ANACORTES,0628,reports_independently,,City of Anacortes,false,City of Anacortes,city,All_County_Levy_Detail_2022.xlsx
2022:290300200,2022,290300200,29,Burlington,TBURGEN,1995245604,1.4477500000000001,2888609,3082034.92,35267000,1.5557700000000001,58300682,54917404,0,0,14202,3187189,Burlington General,BURLINGTON,0633,reports_independently,,City of Burlington,false,City of Burlington,city,All_County_Levy_Detail_2022.xlsx
2022:290300300,2022,290300300,29,Concrete,TCONGEN,186377309,2.9609800000000002,551859,527043.22,820850,3.0886999999999998,109576789,105288519,0,0,3765,551859,Concrete General,CONCRETE,0636,reports_independently,,Town of Concrete,false,Town of Concrete,city,All_County_Levy_Detail_2022.xlsx
2022:290300400,2022,290300400,29,Hamilton,THAMGEN,71943747,1.0455399999999999,75220,74421.5,3100,0.91640999999999995,579547,523151,0,0,0,75220,Hamilton General,HAMILTON,0638,reports_independently,,Town of Hamilton,false,Town of Hamilton,city,All_County_Levy_Detail_2022.xlsx
2022:290300500,2022,290300500,29,LaConner,TLACGEN,223319100,1.53942,343781,338721.98,825200,1.71414,3192901,3042765,0,0,0,343781,La Conner General,LACONNER,0640,reports_independently,,Town of La Conner,false,Town of La Conner,city,All_County_Levy_Detail_2022.xlsx
2022:290300600,2022,290300600,29,Lyman,TLYMGEN,55073289,0.76963000000000004,42386,42304.58,100300,0.90732000000000002,309649,280661,0,0,0,42845,Lyman General,LYMAN,0642,reports_independently,,Town of Lyman,false,Town of Lyman,city,All_County_Levy_Detail_2022.xlsx
2022:290300700,2022,290300700,29,Mount Vernon,TMTVGEN,4634225374,1.7728299999999999,8215714,8923302.4100000001,45829300,1.9910300000000001,54862683,49279451,0,0,15761,9130660,Mount Vernon General,MOUNT_VERNON,0644,reports_independently,,City of Mount Vernon,false,City of Mount Vernon,city,All_County_Levy_Detail_2022.xlsx
2022:290300800,2022,290300800,29,Sedro Woolley,TSEDGEN,1408721472,2.09273,2948079,2855790.54,29938621,2.3708100000000001,15174326,13524216,457800,962,16436,2976637,Sedro-Woolley General,SEDRO_WOOLLEY,0647,reports_independently,,City of Sedro-Woolley,false,City of Sedro-Woolley,city,All_County_Levy_Detail_2022.xlsx
2022:290300850,2022,290300850,29,Sedro Woolley Lid Lift,TSEDBOND,21575439,1.37975,29769,2024022.57,11600,1.4401200000000001,0,0,0,0,0,2044280,Sedro-Woolley Bond (Lid Lift),SEDRO_WOOLLEY,0647,sub_levy,0647,City of Sedro-Woolley,false,City of Sedro-Woolley,city,All_County_Levy_Detail_2022.xlsx
2022:290401110,2022,290401110,29,Concrete #11 Enrichment,SD01101,782770638,1.5845800000000001,1240364,0,0,0,0,0,0,0,0,0,Concrete SD #11 General,CONCRETE_SD,2016,reports_independently,,Concrete School District No. 11,false,Concrete Schools,school,All_County_Levy_Detail_2022.xlsx
